Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
91,-1.822272728,1.235335536,-0.307804337,-1.821823806,2.76248235,3.641498633,-0.344614256,-1.547541277,-0.138239381,-0.467174475,-0.465556872,0.018661639,-0.311232833,0.279316467,-0.047146876,1.120626797,-1.457879677,0.107840059,-1.497483576,-0.853675338,2.080848187,-1.591888232,0.321635665,0.889257765,0.156445389,-0.960610513,-0.035301853,0.182320649,15.89,0
92,-5.285970513,4.847323197,-1.290368385,-1.427842353,-0.621533346,-0.604690515,0.437865925,0.336383684,3.5583733,6.427801966,1.401383172,0.667167377,0.314681509,-1.860653094,0.558541544,0.314815183,-0.701307704,0.20609248,-0.208238494,2.962483831,-0.923604054,-1.171186819,0.150871587,-0.493322254,1.050553907,0.194864958,2.490503055,1.575379799,8.95,0
92,0.607153014,-0.957413454,0.761504743,1.590050449,-1.177297903,0.011231909,-0.166991305,0.152720248,0.742860452,-0.151018328,0.721459239,0.710085754,-1.329435269,0.130804276,-1.12238229,-0.17529728,-0.059694845,0.336360544,0.154421941,0.304713576,0.166237128,0.100681792,-0.31700078,0.543778052,0.484232348,-0.330425244,-0.001545351,0.062097987,268.78,0
92,-0.238410956,0.509262765,1.952000704,0.779065948,-0.37894013,0.251136558,-0.072412057,0.228754859,0.210899589,-0.373814134,-0.715860805,-0.046921901,-0.334018212,-0.245975395,0.628314056,-0.78158672,0.536186775,-0.283086494,0.681959757,0.004606037,0.217448612,0.903776545,-0.12134866,0.14122474,-0.613853852,0.575920179,0.193591769,0.165131782,2.99,0
93,-0.853806864,0.127391777,1.267277185,0.678584065,-1.029850621,-0.487613778,1.836070565,-0.298566311,-0.922127302,-0.64565555,-0.026260655,0.029031527,0.407479906,0.230361856,1.127553329,-0.256717551,0.008375432,-0.11739981,0.426384999,0.776141055,0.252358332,0.179724847,0.47674443,0.724705289,0.526797802,0.50270065,-0.159465352,0.002761222,322.44,0
93,-1.640014273,-0.479831346,1.613630324,2.997979002,-3.803787721,5.051811663,3.315254322,-0.303785108,0.671395147,0.744103699,-1.222968683,-0.646556853,-0.374187137,-1.723736556,-1.324742643,0.324962276,-0.485513703,1.396332164,2.156905301,0.124193432,-0.367932781,0.641890662,-0.405778683,-1.268699714,0.494090344,0.610966603,0.608992606,-0.410034098,937.69,0
95,1.057021329,-0.646955978,0.729166619,-0.569262362,-1.174306674,-0.527624805,-0.471676707,0.05174363,1.904018192,-1.176608977,-0.164332742,0.760978828,-0.608953278,-0.052129897,1.005991573,-1.168464249,0.488780705,-0.343177495,0.176030876,-0.070136835,0.186184431,0.743093176,-0.163619314,0.453569601,0.615478766,-0.508562087,0.08955306,0.037616912,69,0
95,-0.343711498,1.118614619,1.293385823,0.064762303,0.023480693,-0.992740835,0.695814204,-0.064808618,-0.373640008,-0.506204373,-0.234254062,-0.150923955,-0.018839799,-0.40192575,0.908911728,0.388386696,0.016678111,-0.12233078,-0.090105936,0.104410176,-0.265392001,-0.700550129,-0.014279787,0.330615153,-0.165442461,0.072341593,0.244881834,0.098048159,2.28,0
95,1.31617765,-0.105593976,-0.246480374,-1.185714675,-0.119566417,-0.613399043,0.007358513,-0.136794233,0.84782674,-0.784714586,0.875526045,1.28025633,0.568554208,0.443198996,0.941475179,-0.193448215,-0.789121824,0.782232083,1.082948099,-0.042238372,0.093118364,0.404571088,-0.282550626,-0.456798918,0.89536755,-0.561880178,0.044794342,0.003180613,7.21,0
95,1.195571618,0.258857846,0.635796446,0.64125736,-0.395081078,-0.694666651,0.034086452,-0.124346327,-0.078400251,-0.128968446,0.407234503,0.904339996,0.881174108,0.159115342,1.18925555,-0.115160913,-0.062657734,-1.176855132,-0.604592768,-0.095420685,-0.201249005,-0.516924959,0.199095572,0.412551922,0.122983942,0.101939605,-0.007845593,0.020214008,1.29,0
97,1.273817893,0.058009054,-1.312427634,-0.048968822,2.244373049,3.29621142,-0.342624648,0.760869775,-0.154915304,0.068384951,-0.161823828,0.029224619,-0.020631686,0.528189226,1.105976986,0.375591596,-0.926724746,0.292544448,-0.002886747,0.008905626,-0.017292094,-0.1828827,-0.146980903,1.004700033,0.842882627,-0.314280813,0.013744256,0.015907171,17.8,0
98,-0.646513324,1.004198501,1.61622395,-0.099628002,-0.122476851,-0.671326722,0.656183051,0.009755091,-0.635963292,-0.047364094,1.530937521,0.82408411,0.148016384,0.266959456,0.120395389,0.319464747,-0.593328286,0.044223291,0.232081458,0.09319056,-0.147934497,-0.420045847,0.0614244,0.52099708,-0.238845351,0.030135102,0.140480524,0.101163285,14.98,0
98,1.027114369,-1.272542866,0.673656443,-0.747435801,-1.299107061,0.29365621,-1.05419978,0.234899955,-0.574990848,0.680725594,1.218348281,-0.247881782,-0.242920245,-0.103666777,0.767171902,1.523141917,-0.000751675,-0.604428956,0.234460533,0.34587566,0.522112894,1.101911506,-0.248747022,-0.259413925,0.296057688,-0.030995605,0.018464852,0.033481841,159,0
99,-0.88399565,-0.150764823,2.291790721,-0.263452268,-0.814535284,0.955840628,0.097630673,0.474046969,0.1395123,-0.729861202,0.711062609,0.095006435,-1.097505344,-0.05970152,0.234557225,-0.142193908,0.193357555,0.217853314,1.155571121,0.35875101,0.07090144,0.05183207,0.110297657,-0.260628693,-0.097548719,1.155439237,-0.02119933,0.062565436,142.71,0
99,1.081033083,-0.256543414,0.426971283,0.918113222,-0.746088908,-0.721434577,-0.001651712,-0.087443298,0.642918526,-0.193126804,-0.871536954,-0.180992769,-1.264929307,0.195432881,-0.065775242,-0.215175001,0.106294906,-0.546801782,0.201309045,-0.042023823,-0.199145289,-0.626734758,-0.040728992,0.387424949,0.383139428,0.265193708,-0.045030849,0.023695117,84.39,0
100,-0.378601661,0.274578968,-0.129487732,-2.682798988,-0.731374623,-0.226354213,-0.006949342,-2.77898321,-0.23323193,-0.588714056,-1.3076821,0.064598314,0.083190793,0.464692016,0.84769787,-1.549799155,-0.319687586,1.086719343,-0.444441082,-1.133798931,1.426145676,-2.776923392,-0.46675587,-0.714696528,1.136720149,-0.981992914,0.356780522,0.148444039,182.95,0
103,-1.409009452,0.563492506,3.350717448,-0.436893036,-1.123467357,0.256345114,-0.253389869,-0.795814176,1.421953536,-0.681589992,-0.680795735,1.398463162,1.114929155,-1.894594557,-2.189146682,-0.640207206,0.334833424,-0.835911605,-0.070619892,-0.028601231,0.665585415,0.170281349,-0.231556647,1.067220198,0.279905967,0.988255366,-0.105953908,-0.073779112,23.27,0
103,-0.94089284,1.074154764,1.759398089,-0.601445607,0.101693491,-0.188519563,0.455755575,-3.46068234,0.44152478,0.91781802,0.877285383,0.338268788,0.64625002,-0.828662236,1.464951783,-0.915166509,0.17166524,-1.054133457,0.27680146,-0.209017984,2.270069053,-0.143518425,0.153907529,0.700926779,-0.413235123,1.374031211,-0.996161004,-0.836300917,9.99,0
103,1.245743808,0.438877833,0.316139712,1.107633862,-0.178446391,-0.941091407,0.286290791,-0.290078759,-0.169187685,-0.014419763,-0.226204311,0.721304543,1.003288871,0.188863752,0.809650212,0.003067444,-0.485198093,-0.27360897,-0.375639844,-0.079776011,0.038620756,0.20820688,-0.11147853,0.419906811,0.722345322,-0.331446191,0.020337028,0.022442918,4.19,0
103,-6.093247805,-12.11421274,-5.694973183,3.294389456,-1.413792092,4.776000425,4.808425817,-0.228197008,-0.525895941,-1.724899028,-0.362818001,0.286155301,0.487835786,1.259957121,0.660404704,0.455263193,-0.497643849,0.792268766,-0.978442216,7.744222435,2.228822595,-2.264037339,-3.553380618,1.215278822,-0.406072899,-0.65338449,-0.711222163,0.672899853,3828.04,0
105,1.00023399,-0.29522731,1.308259453,1.257753312,-0.967532357,0.46024474,-0.781849888,0.424415295,0.790908383,-0.054855242,1.109422535,0.69267622,-1.289229508,0.119761286,-0.151407245,-0.018139898,-0.077953498,0.068765322,-0.357320548,-0.183157746,0.032729701,0.179643813,0.028786242,0.203488767,0.23499215,-0.408458875,0.072615482,0.028892243,35.97,0
105,1.175094093,0.408263222,0.552145163,1.255067744,-0.196661847,-0.565605334,0.133973044,-0.146201793,-0.214154854,-0.011309922,0.290717394,0.975735119,1.117978842,0.144788242,1.037953972,-0.292528573,-0.142180748,-0.767216349,-0.96271067,-0.116438814,0.130585107,0.523639842,-0.050124737,0.448133322,0.597867268,-0.275067087,0.043308091,0.023923557,1,0
106,-0.306311186,0.991271929,1.41449133,0.855243644,0.334283709,-0.728260272,1.058822947,-0.46984007,-0.534718402,0.083451465,-0.325902466,0.104766198,0.617334627,-0.020760942,0.989615078,-0.441970511,-0.337034374,0.003217854,0.437685968,0.090118206,0.128007779,0.580328857,-0.202140503,0.41611435,-0.271833875,-0.377566613,-0.11364449,-0.052283025,24.57,0
107,1.175124777,0.661341182,-0.47747646,1.102541559,0.543328124,-0.246784793,0.165233833,0.027017867,-0.423143759,-0.57406514,1.853387507,0.870531105,0.496566352,-1.251016529,0.598736836,0.567820189,0.76816302,0.672152249,-0.574586718,-0.069414576,-0.003070556,0.093738003,-0.154354624,-0.425096767,0.652435396,-0.296802234,0.051424661,0.041875614,1,0
108,-0.81716449,0.548007876,1.987429001,2.347620274,0.036887742,1.50952321,0.692961314,0.508962009,-1.254296754,0.174445162,1.104038323,0.309737812,-0.837951587,0.214179328,-0.527740107,-0.422317897,0.395338553,-0.713973036,-0.217067008,0.233864804,-0.047335994,-0.324229307,0.231979505,-0.335247981,0.161931952,0.014694453,-0.028691168,-0.015257,148.43,0
108,1.206065239,-0.124884657,0.118939145,0.02373499,-0.54908691,-0.949920329,0.070850447,-0.125881143,0.136791407,-0.071309048,1.29067211,0.732146692,-0.841318571,0.502670309,-0.496897322,-0.164947888,-0.064146614,-0.247691314,0.577806559,-0.084244349,-0.01818495,-0.018453983,-0.084513987,0.627739333,0.456423964,1.091645277,-0.107970427,-0.013591677,25.8,0
110,-1.276830337,-0.903556664,1.477104935,-2.582626351,0.635981275,-0.866537099,1.138067003,-0.924605091,-0.221503704,0.096649255,0.982597806,0.737270798,0.521464723,-0.625923234,-0.564183199,-2.444884938,-0.533630526,1.577350112,0.100918483,-0.431082639,-0.482119219,-0.182517594,-0.614101128,0.037649533,0.793079737,-0.724708293,-0.616486479,-0.485984847,110.4,0
110,-0.591932651,0.111272819,0.699125647,-1.536074033,1.193207731,0.648895579,0.796705658,0.016903734,0.78966393,-1.246227697,0.555349938,1.089023808,0.361765706,-0.021520083,1.4338612,-2.627094752,1.176812113,-2.157671584,-0.567089195,-0.176300299,0.205963553,1.216194827,0.093395635,-0.900310153,-0.42396647,-0.607856583,0.017704584,-0.07674551,13.95,0
111,-0.820860222,1.02256699,1.996560362,1.180140793,0.232463912,-0.123952548,0.684370854,-0.008256437,-0.572410303,-0.40486721,-0.212180192,0.551737263,0.372832935,-0.119547733,0.060785635,-1.23971373,0.648088501,-0.904013395,0.405413726,0.005163633,0.000169258,0.183382417,-0.299915115,0.43180637,0.456705485,-0.213298199,-0.033160782,0.088371992,9.99,0
112,-4.816021799,-3.345061058,0.566005642,3.960567796,-2.495400025,3.691364645,1.603359858,-0.071801219,1.092418204,1.145818744,-1.229686938,-0.186777966,-0.063864571,-1.418962841,-1.006374821,0.717839259,-0.33345126,1.208950557,2.245697,-1.132659975,-0.797155076,0.260092571,-2.712275942,-1.020435601,0.070989746,0.619085659,1.720706518,-1.64855313,937.69,0
112,1.102697857,0.103965143,0.934478734,1.152703515,-0.693597247,-0.584580296,-0.148439159,-0.1120309,0.196749802,-0.094714897,-0.216930687,0.75222942,1.087760251,-0.067945684,1.195543967,0.453200243,-0.667451667,-0.059603641,-0.51713873,0.037095105,-0.017210746,-0.098780745,0.003331375,0.394411574,0.334208263,-0.520700113,0.045951685,0.048004725,54.99,0
113,1.147553856,0.543491091,0.504579173,2.517929914,-0.123554818,-0.611119916,0.273075896,-0.173271031,-0.809549379,0.692369323,-0.547658436,-0.100281311,0.054655307,0.333657163,0.436718096,0.593333948,-0.593651498,-0.289229423,-1.014089992,-0.097837514,0.025973073,-0.00828733,-0.081624079,0.379390351,0.558205979,0.033755503,-0.022230603,0.024045332,31.17,0
114,1.194066271,-0.072582233,0.635285626,0.768616206,-0.735584338,-0.673465653,-0.146299157,-0.065652615,0.646047714,-0.211574202,-0.757756838,0.131821519,-0.691698421,0.014078327,-0.053359478,-0.144321695,0.047621205,-0.662116209,0.255441031,-0.120276616,-0.300560759,-0.770991059,0.074443654,0.397712516,0.285947051,0.286760297,-0.031033455,0.01705188,23.88,0
114,-0.284446202,1.069098947,0.930510616,-0.129010287,0.387819105,-0.513674806,0.664176393,0.00899872,-0.260847491,-0.496499552,-1.049030826,-0.627843221,-0.245263247,-0.377959983,1.011251752,0.651429239,-0.267536251,0.198212689,0.228329088,0.110996657,-0.324077227,-0.885611047,-0.109522346,-0.520919598,-0.065360817,0.125597665,0.240776972,0.088773843,4.49,0
115,-0.182928163,-0.920683415,1.818758315,-2.450936159,-1.247559721,0.147436004,0.218628573,-0.407289576,-2.023879319,1.410939705,1.67241866,-0.103321234,1.082281463,-1.04409871,-0.319321725,-0.255877673,-0.104802035,0.221478486,-1.240284853,-0.242809951,0.030806233,0.848899151,0.120259065,0.219241129,-0.441860048,-0.386686835,-0.291553177,-0.448051362,137,0
117,0.805681804,-0.220451375,2.371309722,4.075817303,-0.844073265,2.546394311,-1.435114382,0.942047784,0.330467789,0.83188054,0.312992575,1.017932332,-0.439618033,-1.000777226,-2.431499257,0.09885644,0.261188186,-0.496635746,-1.518757006,-0.197553784,0.185844215,0.916782936,-0.075910693,-0.243419838,0.246029362,0.283514652,0.113704225,0.031696818,37.89,0
117,-1.010266597,-0.540014019,2.518624344,-2.270148851,-0.15736243,0.168700264,0.538239087,-0.37931912,-0.166360693,-0.226265168,-1.508661547,-0.471080666,0.939453138,-1.842080673,-1.799797423,1.333032557,-0.495358915,-1.463652046,-0.249813792,0.132299491,-0.103949956,0.153838761,-0.235265746,-0.424549401,0.679215833,-0.49709419,-0.364735609,-0.417094391,82.29,0
118,1.254913507,0.350287347,0.302487785,0.693114454,-0.371469881,-1.070255865,0.086781009,-0.202835551,0.035154059,-0.282617329,-0.073591895,0.224820575,0.211172939,-0.28446901,1.096191611,0.480953646,-0.00628755,-0.295312745,-0.196568595,-0.079756372,-0.287592205,-0.832681695,0.128083116,0.339426822,0.21594377,0.094703566,-0.02335429,0.030891875,2.69,0
118,1.431053409,-0.648101141,-0.331663901,-1.207382602,-0.012785943,0.704439954,-0.732125588,0.183138872,-0.878334384,0.767906431,0.057419274,-0.591459259,0.004513538,0.048051278,0.442391701,1.531116542,-0.325105204,-0.724348778,1.099845784,0.100777424,0.112748785,0.222295604,-0.244590547,-1.688158107,0.609778218,-0.088365973,0.010437801,-0.014498611,20,0
121,-0.868565326,0.684978078,2.013745177,0.126390269,-0.493158041,-0.320478036,0.373577105,-0.080500675,0.900231125,0.194338065,-0.996343568,-0.566134914,-1.13535696,-0.553999201,0.016221897,-0.205851131,-0.163264126,0.07844803,0.077838106,0.177090196,0.027273389,0.573843062,-0.252014325,0.431533378,-0.137521044,0.423220587,0.180521111,0.044404312,29.99,0
123,-0.505728362,0.66630036,1.08099302,-0.447630349,1.039489596,0.18401665,0.882796991,-0.142339931,-0.608661014,0.038170129,0.307121508,0.719950942,1.422912781,-0.17576666,0.093792259,0.570996629,-1.312472695,0.610038293,0.737028122,0.435055445,-0.058791905,0.0220728,-0.22624129,-0.986434608,-0.065936734,0.259684904,0.150573487,-0.0425807,40,0
123,0.968783929,-0.501798126,-1.333558486,0.38880429,2.036091383,3.661714319,-0.236794991,0.809585634,0.15450052,-0.089282955,-0.540149745,0.242408384,-0.195637009,0.225998642,-0.131979387,-0.081190327,-0.506312224,-0.045090703,0.314876311,0.271697268,-0.091052102,-0.561280312,-0.260982812,1.017700137,0.837224847,-0.342889063,-0.003467402,0.03900378,160.86,0
124,-0.614586106,0.975396462,1.689026908,-0.170483422,-0.152019578,-0.698487474,0.726557303,-0.067588235,-0.126744585,0.412886832,1.36428286,-0.099080374,-1.473429695,0.341785485,0.328454297,0.297846417,-0.605726233,0.200484732,0.209764485,0.211526101,-0.261770175,-0.55021449,-0.006559875,0.475346699,-0.268824811,0.022418777,0.199154616,-0.054699102,8.93,0
124,1.105253453,0.541842002,0.839421415,2.570932706,-0.279517367,-0.423062111,0.08801919,0.011621791,-0.715756445,0.651378619,0.073787016,-0.142023839,-0.739457467,0.502638949,0.736688426,0.256745261,-0.093732099,-1.011415594,-1.465499836,-0.239882551,-0.137434187,-0.460990832,0.189397329,0.556329107,0.18578585,-0.189029501,0.00020799,0.026167047,6.24,0
124,-1.710934768,-1.366798712,2.217310673,0.404714451,-0.114375224,-0.075942269,-0.259942733,0.320897252,-0.175355041,-0.478714108,0.759642225,0.475061325,0.122646386,-0.119537851,0.489590181,0.180992375,-0.198955208,0.91642141,1.50620908,0.986113859,0.390633615,0.481111488,0.405839184,0.066432818,0.156732409,1.286200506,-0.093974597,0.098826479,230,0
125,-2.807064506,1.183098325,2.974779375,2.801477073,-0.475110201,3.217829256,-0.401608122,0.384394771,2.408675091,3.351079324,0.106956336,0.367099045,-0.150262631,-2.44967118,0.18205704,-2.372316461,1.614255302,-2.013090598,-0.5721837,0.829196888,-0.20178206,1.461535075,-0.000330283,-0.581133078,-0.101784852,0.529386142,0.36241057,0.237647042,43.71,0
125,0.853907974,-0.527163873,0.823846175,1.23522373,-0.642369964,0.528598207,-0.397823041,0.156763671,0.705793043,-0.270381429,-0.822919843,0.585910884,0.758072715,-0.336816368,0.866424327,0.0885585,-0.336591803,-0.115178979,-0.657076187,0.213582484,0.222965568,0.526011895,-0.271286438,-0.384841524,0.466662062,-0.216339818,0.058692972,0.05636317,165.55,0
125,-0.724910392,0.073475018,1.739546615,0.758588063,0.22954257,2.422069218,0.196687939,0.861076214,0.099101544,-0.73040486,1.327101478,1.005463164,-0.98788957,-0.09071625,-0.711232836,-1.635742873,1.150430617,-1.610389584,-1.044670757,-0.04421517,0.188695537,0.738514964,0.145932699,-1.032185662,-0.087511227,-0.221062781,0.108167891,0.011784668,113,0
127,1.356489323,-0.221355461,-1.236995618,-1.246835117,1.907808836,3.103911314,-0.603383826,0.762840713,0.118338734,-0.129794116,0.009451766,0.04066435,0.063020383,0.375077354,1.322871713,0.5818758,-0.803959847,-0.054106283,0.443846399,0.052996903,-0.163828604,-0.6026876,0.011113262,1.063844582,0.400725554,0.975861962,-0.081220092,-0.003314497,1.54,0
128,-0.549716076,0.907665152,1.59794893,1.298977801,0.5879934,0.032375917,0.75425241,-0.306613655,-0.269296807,0.138561008,-0.332579655,0.68687425,0.982692103,-0.457462732,0.134497105,-1.36775777,0.445977824,-0.868421253,0.765464086,0.021753606,-0.011484859,0.417706233,-0.26521761,0.129560503,-0.228240584,-0.30478042,-0.19097759,-0.087080629,10,0
128,1.239494808,-0.182609248,0.155058296,-0.928892144,-0.74622657,-1.23560826,-0.061694679,-0.125223462,0.984937844,-0.746624518,1.563458971,0.890131709,-0.985158791,0.778734284,1.016974358,-0.429489929,-0.335787034,0.614690088,0.703133096,-0.160405632,0.146077125,0.481118509,-0.140019358,0.53826061,0.710720106,-0.621381766,0.036866809,0.010963319,8.8,0
130,-0.485237731,0.658496594,1.949966622,1.249694748,0.42641029,0.231512687,0.585115384,0.029162991,-0.520297446,0.055911475,1.265311092,0.521276565,-0.830439424,0.157454834,-0.365074566,-1.14218704,0.409601003,-0.204876492,1.010483163,0.089377727,0.007290122,0.328243726,-0.232563155,0.225572061,0.025891679,-0.24739542,-0.025381021,-0.11856465,5.97,0
130,1.353283086,-0.694899979,0.970826107,-0.426559487,-1.41726333,-0.505710366,-0.932068859,-0.083956783,-0.224207861,0.446748128,-0.540411822,0.072337843,1.006646612,-0.905357238,-0.304202302,0.802625517,0.48308727,-1.34493029,0.649045314,0.126358012,0.284340592,0.993433718,-0.164893279,0.474256989,0.623847569,-0.006749765,0.046025633,0.022043162,15.93,0
131,-1.007390583,1.261943319,1.207202744,1.307574927,0.153211416,0.062291102,0.50864716,0.079446853,-0.39521086,-0.006152177,-0.468287907,0.827819356,1.046675791,-0.185212586,0.109266578,-1.252804324,0.605940981,-0.831079809,0.772720685,-0.104066545,0.039149756,0.411660756,-0.08032014,0.12123507,-0.132999537,-0.303176862,-0.46391307,-0.164157241,10,0
132,-0.394815704,1.054418297,1.206361271,-0.28923239,0.610283924,0.081529341,0.687720988,0.065340718,-0.501623229,-0.387104736,-0.748656331,0.317262072,1.209455161,-0.089114235,1.045811125,0.101501487,-0.479842165,-0.656485152,-0.035922329,0.160782592,-0.243154473,-0.548387502,-0.107137647,-0.757096547,-0.119197083,0.149368196,0.287359727,0.111322399,3.87,0
132,-1.571359311,1.687508027,0.734670438,1.293349597,-0.217531663,-0.002677468,0.147364181,0.515361979,-0.372441613,0.078020678,-0.592494907,0.99794101,1.109328386,0.060047623,0.086140796,-1.149892674,0.765198254,-0.810588623,0.737550436,-0.093613532,0.048549314,0.377255527,-0.030435512,0.117608128,-0.060520077,-0.29654988,-0.481570297,-0.167897497,10,0
133,0.709335678,-0.011679155,-0.530212955,0.236330632,1.611749862,4.091915383,-0.862138243,1.083973069,0.786795681,0.112887484,-0.653232103,0.173266864,0.037866802,-0.38781279,0.37489296,0.210211547,-0.644749399,0.554854578,0.622384226,-0.04155149,0.006775256,0.09003256,0.271773416,0.986547281,-0.809943468,-0.52965954,-0.065886904,-0.125002177,35.97,0
135,1.101762442,-0.119018463,1.139150275,1.844961212,-0.817909156,0.247770075,-0.684181037,0.283095821,0.286762553,0.440946202,-0.826293741,-0.769377782,-1.541032563,0.047904222,0.567886086,0.523959447,-0.044064668,-0.425632202,-1.101029955,-0.200597231,0.120200714,0.371304976,-0.01604711,0.113901376,0.15201442,1.12604899,-0.038695152,0.012338827,22.37,0
135,1.207207324,0.241318029,0.258744961,0.65333494,-0.256425759,-0.620309257,-0.03965283,-0.022138661,0.145190566,-0.30544298,0.023574459,-0.089794537,-0.564338047,-0.105116499,1.430822389,0.222641856,0.317193266,-0.652918625,-0.552422227,-0.156234944,-0.26716529,-0.780157603,0.165656821,0.012955638,0.116175752,0.126406132,-0.012155718,0.026239297,4.57,0
135,-0.54188941,0.907744834,0.941841931,0.993747888,0.844723948,0.360279963,0.761736832,-0.222477053,0.179747696,0.408008155,-2.061908155,-0.71990403,-0.367007292,-0.28650681,0.180705099,-0.593469378,-0.25066099,0.230033158,1.633690689,0.146139609,-0.203112395,-0.122943687,-0.438461573,-0.996350433,0.09379569,-0.216345753,0.015375399,-0.03849078,23.57,0
136,-0.568284748,1.195094545,0.694741497,-0.626095126,1.171084019,0.373751079,1.013094844,-0.272388392,0.055869739,0.682043641,0.267372063,0.178172798,0.854316439,-1.009205397,0.353392252,0.854815189,-1.130549024,0.763852749,0.796372846,0.599425704,-0.489934829,-0.838520084,-0.286195776,-1.441208864,0.115045241,0.113461636,0.137095544,-0.24969392,13.99,0
137,0.753307852,-1.131593257,0.878730366,0.297870796,-1.327250161,0.066595638,-0.535275981,0.171132621,1.18460204,-0.51045289,-0.559082124,0.121812639,-0.718595336,-0.211232352,0.663762572,-0.064256815,0.256345467,-0.696030149,-0.190353268,0.295638379,0.031912238,-0.213297997,-0.091660381,0.151836521,-0.067673441,0.99907331,-0.063984805,0.049174356,226.07,0
138,-0.986639536,0.054619774,0.89218939,1.238546301,1.153949202,-0.443156858,1.158792971,-0.234932879,-0.748284316,0.19999764,-0.377070284,-0.086545898,0.217167156,0.314289834,1.295545516,-0.818801496,0.059642158,-0.68956288,0.684420234,0.744324727,-0.15608398,-0.590576405,0.432953111,-0.337631423,-0.272390765,-0.551474596,0.171669591,0.012712389,148.81,0
139,0.951278276,-0.657729594,1.701883533,1.809667283,-1.360162109,0.953857646,-1.134803282,0.52856971,1.914403557,-0.413425803,-1.488815805,0.105980334,-1.65017861,-0.765610812,-1.182670988,-0.739282377,0.676979259,-0.483801273,-0.188162502,-0.192796373,-0.027596028,0.284121154,-0.092093054,0.091899788,0.418136114,-0.195826728,0.106816908,0.040880532,58,0
140,1.175477978,0.167881283,0.509908525,0.452332378,-0.215763033,-0.192103789,-0.10540372,0.068516849,-0.249733437,0.053142732,1.737926861,1.253325071,0.419214819,0.422533743,0.560529053,0.197461933,-0.407984599,-0.520951034,-0.188320467,-0.101553775,-0.176147003,-0.500566172,0.151262949,0.01834697,0.122002842,0.106306809,-0.014936876,0.005770927,1.29,0
140,-4.636533664,-5.931717441,-0.227301246,-2.737271346,7.672543966,-0.996354542,-3.391184496,1.236266814,1.129461935,-1.461860881,-0.32643068,0.597189552,-0.02746766,0.506505348,0.819288065,0.194869169,-1.172599822,0.596973854,-0.502619121,1.522136629,0.655844388,-0.047157855,0.869558211,1.020754789,0.706124562,-0.207096108,-0.167680268,0.217684965,65,0
140,-3.222745011,-1.932775704,2.923241828,0.143573531,0.948116817,-1.076456006,0.81122633,-1.170683067,1.363753299,0.675724118,-0.033947335,-0.308436203,-0.03534893,-1.655009828,0.505014048,0.264900661,-1.001585618,-0.217746153,-0.394364058,-1.786736343,-0.657896819,0.983985425,1.304693094,0.804413958,0.686028186,0.455320508,-0.373341969,-1.325164299,11,0
140,0.693502989,-1.134232023,0.782844002,-0.592996395,-1.421802565,-0.487530734,-0.272320585,-0.029104222,1.35306576,-1.067065607,1.649118554,2.152055116,1.104958104,-0.138375719,0.470191723,-0.314898028,-0.390854609,0.548835444,0.662310958,0.47871309,0.238845153,0.380749355,-0.270755181,0.595487402,0.392156548,-0.733621849,0.05123025,0.074613647,257.3,0
140,1.007947057,-1.289492351,0.666740851,-0.741321189,-1.290523451,0.302172443,-1.026907052,0.220562032,-0.607464702,0.669997285,1.25373975,-0.137544139,-0.034447261,-0.142536713,0.745752448,1.514765448,-0.012266385,-0.627738477,0.229871143,0.379483006,0.530548638,1.113561074,-0.260041909,-0.253241804,0.299379405,-0.032754761,0.017926566,0.035666923,169,0
141,1.180458002,0.33426698,0.395177877,1.190753197,-0.092157628,-0.388137645,0.104290922,-0.098731553,-0.115804498,-2.69E-05,-0.08721366,0.597891163,0.667519134,0.22858245,1.118738777,-0.172510381,-0.231202879,-0.596696978,-0.83938832,-0.120379331,0.108715301,0.417283268,-0.092111375,0.10852482,0.620831436,-0.254117486,0.037871707,0.021077628,9.9,0
142,1.211406024,0.007849756,0.950798395,1.137646478,-0.495189279,0.301371118,-0.518350359,0.095425922,0.817591713,-0.226339478,-1.392727845,0.666903921,1.048677978,-0.582645665,0.14456173,0.282077685,-0.602787657,0.104931521,0.098868907,-0.049912471,-0.107247743,-0.057152535,-0.118932638,-0.42124148,0.556146314,-0.360164371,0.076929908,0.031800028,9.99,0
142,1.288255622,0.085827584,-1.179482142,0.06435705,2.195225445,3.383362873,-0.448436907,0.799347197,-0.147006077,0.125537073,-0.190735618,-0.000114247,0.002746593,0.467035601,1.123685046,0.475509793,-0.973083981,0.374351344,-0.102647218,-0.015774586,0.017485443,-0.051355407,-0.145479855,1.007612775,0.83329266,-0.265485115,0.020539078,0.015393661,4.9,0
143,-2.143457532,2.107826158,0.213151876,1.282216568,-0.732558394,0.023589151,-0.073255811,0.924142655,-0.356987542,0.141018335,-0.711177479,1.15744265,1.17737992,0.299913526,0.068809167,-1.031522353,0.918291916,-0.790618197,0.701377812,-0.112865919,0.044640964,0.345345863,0.013232697,0.117188284,0.0124059,-0.288530748,-0.473893869,-0.184488137,39.95,0
